No,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,no_segmen,segmen,hari,volume_lalu_lintas,satuan,tahun
309,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,820.92,SMP/JAM,2023
310,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1684.6,SMP/JAM,2023
311,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,1631.49,SMP/JAM,2023
312,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,1803.58,SMP/JAM,2023
313,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,1674.01,SMP/JAM,2023
314,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,834.85,SMP/JAM,2023
315,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,783.6,SMP/JAM,2023
316,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,869.88,SMP/JAM,2023
317,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,774.25,SMP/JAM,2023
318,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,0,SMP/JAM,2024
319,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,0,SMP/JAM,2024
320,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,0,SMP/JAM,2024
321,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,0,SMP/JAM,2024
322,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,0,SMP/JAM,2024
323,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,0,SMP/JAM,2024
324,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,0,SMP/JAM,2024
325,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,0,SMP/JAM,2024
326,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,0,SMP/JAM,2024
327,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,0,SMP/JAM,2024
328,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,0,SMP/JAM,2024
329,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,0,SMP/JAM,2024
330,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,0,SMP/JAM,2024
331,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,0,SMP/JAM,2024
332,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,0,SMP/JAM,2024
333,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,0,SMP/JAM,2024
334,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1799,SMP/JAM,2025
335,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1656,SMP/JAM,2025
336,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,2071,SMP/JAM,2025
337,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1863,SMP/JAM,2025
338,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,877,SMP/JAM,2025
339,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,904,SMP/JAM,2025
340,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,924,SMP/JAM,2025
341,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,829,SMP/JAM,2025
342,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1801,SMP/JAM,2025
343,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,1648,SMP/JAM,2025
344,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,1822,SMP/JAM,2025
345,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,1691,SMP/JAM,2025
346,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,843,SMP/JAM,2025
347,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,791,SMP/JAM,2025
348,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,879,SMP/JAM,2025
349,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,782,SMP/JAM,2025
350,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  EKALOKASARI – SIMPANG BARANANGSIANG",HARI KERJA,1936.16,SMP/JAM,2022
351,32,JAWA BARAT,3271,KOTA BOGOR,1,SIMPANG EKALOKASARI – SIMPANG BARANANGSIANG,HARI LIBUR,1943.71,SMP/JAM,2022
352,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  BARANANGSIANG – SIMPANG EKALOKASARI",HARI KERJA,2138.78,SMP/JAM,2022
353,32,JAWA BARAT,3271,KOTA BOGOR,1,SIMPANG BARANANGSIANG – SIMPANG EKALOKASARI,HARI LIBUR,2483.93,SMP/JAM,2022
354,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  BARANANGSIANG – SIMPANG TUGU KUJANG",HARI KERJA,3056.14,SMP/JAM,2022
355,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG BARANANGSIANG – SIMPANG TUGU KUJANG,HARI LIBUR,2034.08,SMP/JAM,2022
356,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG TUGU
  KUJANG – SIMPANG BARANANGSIANG",HARI KERJA,2176.06,SMP/JAM,2022
357,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG TUGU KUJANG – SIMPANG BARANANGSIANG,HARI LIBUR,1721.03,SMP/JAM,2022
358,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  EKALOKASARI – SIMPANG BARANANGSIANG",HARI KERJA,2236.16,SMP/JAM,2023
359,32,JAWA BARAT,3271,KOTA BOGOR,1,SIMPANG EKALOKASARI – SIMPANG BARANANGSIANG,HARI LIBUR,2343.71,SMP/JAM,2023
360,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  BARANANGSIANG – SIMPANG EKALOKASARI",HARI KERJA,2138.78,SMP/JAM,2023
361,32,JAWA BARAT,3271,KOTA BOGOR,1,SIMPANG BARANANGSIANG – SIMPANG EKALOKASARI,HARI LIBUR,2483.93,SMP/JAM,2023
362,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  BARANANGSIANG – SIMPANG TUGU KUJANG",HARI KERJA,2556.14,SMP/JAM,2023
363,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG BARANANGSIANG – SIMPANG TUGU KUJANG,HARI LIBUR,2334.08,SMP/JAM,2023
364,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG TUGU
  KUJANG – SIMPANG BARANANGSIANG",HARI KERJA,2176.06,SMP/JAM,2023
365,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG TUGU KUJANG – SIMPANG BARANANGSIANG,HARI LIBUR,1821.03,SMP/JAM,2023
366,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  EKALOKASARI – SIMPANG BARANANGSIANG",HARI KERJA,0,SMP/JAM,2024
367,32,JAWA BARAT,3271,KOTA BOGOR,1,SIMPANG EKALOKASARI – SIMPANG BARANANGSIANG,HARI LIBUR,0,SMP/JAM,2024
368,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  BARANANGSIANG – SIMPANG EKALOKASARI",HARI KERJA,0,SMP/JAM,2024
369,32,JAWA BARAT,3271,KOTA BOGOR,1,SIMPANG BARANANGSIANG – SIMPANG EKALOKASARI,HARI LIBUR,0,SMP/JAM,2024
370,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  BARANANGSIANG – SIMPANG TUGU KUJANG",HARI KERJA,0,SMP/JAM,2024
371,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG BARANANGSIANG – SIMPANG TUGU KUJANG,HARI LIBUR,0,SMP/JAM,2024
372,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG TUGU
  KUJANG – SIMPANG BARANANGSIANG",HARI KERJA,0,SMP/JAM,2024
373,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG TUGU KUJANG – SIMPANG BARANANGSIANG,HARI LIBUR,0,SMP/JAM,2024
374,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  EKALOKASARI – SIMPANG BARANANGSIANG",HARI KERJA,2259,SMP/JAM,2025
375,32,JAWA BARAT,3271,KOTA BOGOR,1,SIMPANG EKALOKASARI – SIMPANG BARANANGSIANG,HARI LIBUR,2367,SMP/JAM,2025
376,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  BARANANGSIANG – SIMPANG EKALOKASARI",HARI KERJA,2160,SMP/JAM,2025
377,32,JAWA BARAT,3271,KOTA BOGOR,1,SIMPANG BARANANGSIANG – SIMPANG EKALOKASARI,HARI LIBUR,2509,SMP/JAM,2025
378,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  BARANANGSIANG – SIMPANG TUGU KUJANG",HARI KERJA,2582,SMP/JAM,2025
379,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG BARANANGSIANG – SIMPANG TUGU KUJANG,HARI LIBUR,2357,SMP/JAM,2025
380,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG TUGU
  KUJANG – SIMPANG BARANANGSIANG",HARI KERJA,2198,SMP/JAM,2025
381,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG TUGU KUJANG – SIMPANG BARANANGSIANG,HARI LIBUR,1839,SMP/JAM,2025
382,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,2121.6,SMP/JAM,2015
383,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,2121.6,SMP/JAM,2015
384,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,3939.3,SMP/JAM,2015
385,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,3939.3,SMP/JAM,2015
386,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,3939.3,SMP/JAM,2015
387,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,3939.3,SMP/JAM,2015
388,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,3939.3,SMP/JAM,2015
389,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,3939.3,SMP/JAM,2015
390,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,3009.6,SMP/JAM,2016
391,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,3009.6,SMP/JAM,2016
392,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,2622,SMP/JAM,2016
393,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,2511.6,SMP/JAM,2016
394,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,2622,SMP/JAM,2016
395,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,2760,SMP/JAM,2016
396,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,2593.5,SMP/JAM,2016
397,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,2593.5,SMP/JAM,2016
398,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,2121.6,SMP/JAM,2017
399,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,2121.6,SMP/JAM,2017
400,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,3939.3,SMP/JAM,2017
401,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,3939.3,SMP/JAM,2017
402,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,3939.3,SMP/JAM,2017
403,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,3939.3,SMP/JAM,2017
404,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,3939.3,SMP/JAM,2017
405,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,3939.3,SMP/JAM,2017
406,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,2121.6,SMP/JAM,2018
407,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,2121.6,SMP/JAM,2018
408,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,3939.3,SMP/JAM,2018
409,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,3939.3,SMP/JAM,2018
410,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,3939.3,SMP/JAM,2018
411,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,3939.3,SMP/JAM,2018
412,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,3939.3,SMP/JAM,2018
413,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,3939.3,SMP/JAM,2018
414,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,3009.6,SMP/JAM,2019
415,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,3009.6,SMP/JAM,2019
416,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,2622,SMP/JAM,2019
417,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,2511.6,SMP/JAM,2019
418,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,2622,SMP/JAM,2019
419,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,2760,SMP/JAM,2019
420,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,2593.5,SMP/JAM,2019
421,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,2593.5,SMP/JAM,2019
422,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,3009.6,SMP/JAM,2020
423,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,3009.6,SMP/JAM,2020
424,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,2622,SMP/JAM,2020
425,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,2511.6,SMP/JAM,2020
426,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,2622,SMP/JAM,2020
427,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,2760,SMP/JAM,2020
428,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,2593.5,SMP/JAM,2020
429,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,2593.5,SMP/JAM,2020
430,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,3009.6,SMP/JAM,2021
431,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,3009.6,SMP/JAM,2021
432,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,2622,SMP/JAM,2021
433,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,2511.6,SMP/JAM,2021
434,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,2622,SMP/JAM,2021
435,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,2760,SMP/JAM,2021
436,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,2593.5,SMP/JAM,2021
437,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,2593.5,SMP/JAM,2021
438,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,3009.6,SMP/JAM,2022
439,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,3009.6,SMP/JAM,2022
440,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,2622,SMP/JAM,2022
441,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,2511.6,SMP/JAM,2022
442,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,2622,SMP/JAM,2022
443,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,2760,SMP/JAM,2022
444,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,2593.5,SMP/JAM,2022
445,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,2593.5,SMP/JAM,2022
446,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,3009.6,SMP/JAM,2023
447,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,3009.6,SMP/JAM,2023
448,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,5133.6,SMP/JAM,2023
449,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,5133.6,SMP/JAM,2023
450,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,5382,SMP/JAM,2023
451,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,5382,SMP/JAM,2023
452,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,5187,SMP/JAM,2023
453,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,5187,SMP/JAM,2023
454,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,0,SMP/JAM,2024
455,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,0,SMP/JAM,2024
456,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,0,SMP/JAM,2024
457,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,0,SMP/JAM,2024
458,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,0,SMP/JAM,2024
459,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,0,SMP/JAM,2024
460,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,0,SMP/JAM,2024
461,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,0,SMP/JAM,2024
462,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",,3010,SMP/JAM,2025
463,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",,3010,SMP/JAM,2025
464,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",,5134,SMP/JAM,2025
465,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  TALANG - SIMPANG NARKOBA (BORR)",,5134,SMP/JAM,2025
466,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  TALANG - SIMPANG POMAD",,5382,SMP/JAM,2025
467,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG
  POMAD - SIMPANG TALANG",,5382,SMP/JAM,2025
468,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  POMAD - SIMPANG CILUAR (BATAS KOTA)",,5187,SMP/JAM,2025
469,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG
  CILUAR (BATAS KOTA) - SIMPANG POMAD",,5187,SMP/JAM,2025